age,gender,country,job_role,seniority_level,years_experience,company_size,industry,work_mode,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score,burnout_level,salary_relative
33,Male,UK,Backend Developer,Lead,9,Small (51-200),Cybersecurity,Remote,51,6.1,9,8.0,3,12,0,0,1,6.0,6.6,4.6,6.1,7.5,8.0,High,1.3147512926639406
35,Male,Netherlands,Data Analyst,Senior,13,Startup (1-50),AI / ML Startup,Hybrid,46,2.1,6,6.3,5,8,0,0,1,7.7,3.6,4.6,7.3,5.6,6.8,Moderate,0.7245064329043172
31,Male,UK,Product Manager,Junior,9,Large (1001-5000),SaaS / Cloud,Hybrid,43,4.7,18,6.2,2,11,0,0,1,5.2,5.7,3.4,3.9,6.6,6.0,High,0.6365560903688382
34,Female,Germany,Software Engineer,Mid,11,Mid (201-1000),Healthcare Tech,Hybrid,52,3.6,12,7.2,3,13,0,0,1,4.1,7.6,3.1,5.5,5.3,4.3,Moderate,0.8063336503415609
34,Male,UK,Data Scientist,Junior,9,Startup (1-50),SaaS / Cloud,Remote,54,3.3,6,4.4,1,5,0,0,0,7.8,3.2,1.0,7.8,7.5,7.7,Severe,0.5949508222073475
26,Male,Australia,ML Engineer,Senior,3,Mid (201-1000),AI / ML Startup,Hybrid,43,2.9,17,4.9,2,13,0,0,1,5.6,5.6,7.9,7.1,7.0,6.1,Low,1.2586296331199271
23,Male,UK,Software Engineer,Senior,1,Startup (1-50),SaaS / Cloud,On-site,40,2.4,5,6.3,6,15,1,1,1,6.0,4.5,6.1,6.5,6.0,2.9,Low,0.9799913340348528
40,Male,USA,Data Analyst,Junior,17,Mid (201-1000),Healthcare Tech,Hybrid,53,1.8,12,5.2,2,12,0,0,1,3.1,2.9,3.9,6.2,7.4,3.0,Severe,0.4790582787789422
32,Male,Germany,ML Engineer,Junior,12,Enterprise (5000+),SaaS / Cloud,On-site,47,1.8,55,3.8,1,9,1,0,0,6.2,4.9,7.9,6.2,4.1,6.1,High,0.7103125546073776
38,Female,India,Software Engineer,Junior,15,Mid (201-1000),Fintech,Remote,50,2.3,23,6.5,6,18,1,0,1,6.3,3.8,4.3,6.3,9.4,3.5,Moderate,0.962782656685407
23,Male,India,Data Scientist,Senior,0,Mid (201-1000),Fintech,Hybrid,38,5.0,25,7.8,1,19,0,0,0,5.8,2.7,3.8,7.5,6.8,4.8,Low,0.962782656685407
28,Female,India,Software Engineer,Mid,3,Large (1001-5000),SaaS / Cloud,Hybrid,46,3.6,17,8.1,3,14,1,0,1,4.4,9.7,3.4,9.9,7.4,5.1,Low,0.962782656685407
22,Male,UK,Software Engineer,Senior,0,Large (1001-5000),AI / ML Startup,Hybrid,43,3.6,16,4.6,4,0,0,0,1,6.1,3.7,8.1,3.9,8.0,7.5,High,1.2789220270237849
36,Male,USA,Data Scientist,Mid,14,Mid (201-1000),E-commerce,Hybrid,46,3.5,11,6.2,3,10,0,0,0,4.8,7.5,5.5,5.3,5.1,7.5,Low,0.9381251745677119
27,Male,Singapore,Frontend Developer,Mid,3,Small (51-200),Gaming,Hybrid,43,1.7,21,6.3,4,19,0,0,1,5.9,4.8,5.0,6.4,3.7,5.5,Low,0.7505779654209316
27,Female,Germany,Data Scientist,Senior,6,Small (51-200),SaaS / Cloud,Remote,45,5.7,14,5.7,4,9,0,0,1,6.1,6.7,6.2,2.0,6.8,9.7,Severe,1.1584515936711623
45,Male,UK,Full Stack Developer,Senior,21,Startup (1-50),SaaS / Cloud,Hybrid,50,2.7,3,5.5,1,19,1,0,1,1.0,4.5,5.9,3.7,6.3,6.3,Severe,0.9757608634381719
36,Female,India,Cybersecurity Engineer,Senior,13,Large (1001-5000),Healthcare Tech,Remote,58,5.7,11,7.2,3,16,1,0,0,9.1,1.4,3.6,5.2,4.6,6.6,High,0.962782656685407
36,Female,USA,Data Analyst,Senior,14,Mid (201-1000),Consulting,On-site,35,0.0,20,7.2,3,10,0,0,1,2.7,7.0,4.8,6.4,4.8,3.8,Low,0.9156578347345554
23,Male,UK,Data Scientist,Lead,4,Large (1001-5000),E-commerce,On-site,46,3.0,14,5.5,4,13,0,0,1,1.0,5.9,6.4,5.8,6.7,6.8,High,1.5352208576530981
22,Male,India,Cybersecurity Engineer,Senior,0,Enterprise (5000+),SaaS / Cloud,Remote,43,3.2,32,5.4,5,13,0,0,1,8.9,3.2,3.2,3.7,4.9,5.1,High,1.068399914123796
38,Male,Canada,Product Manager,Junior,15,Large (1001-5000),Fintech,On-site,55,2.5,10,5.6,2,24,0,0,0,7.1,6.7,4.4,8.3,4.7,8.8,Moderate,0.6005600810565994
22,Female,USA,Frontend Developer,Mid,0,Enterprise (5000+),Fintech,On-site,49,2.9,31,5.7,5,8,0,0,1,2.0,6.5,6.9,7.1,7.8,3.7,Low,0.6916406087112006
27,Male,UK,Cloud Engineer,Senior,4,Large (1001-5000),SaaS / Cloud,Remote,50,5.5,14,6.3,4,11,0,0,1,3.2,1.9,3.7,3.5,6.9,5.7,Severe,1.0524395531598782
25,Female,Canada,Software Engineer,Lead,2,Enterprise (5000+),AI / ML Startup,On-site,48,2.9,33,8.3,1,11,1,1,0,6.4,4.2,8.4,5.2,10.0,5.7,Moderate,1.275180453959934
25,Female,USA,Cybersecurity Engineer,Senior,2,Enterprise (5000+),E-commerce,Remote,46,2.9,36,6.4,0,9,0,0,1,4.0,3.7,6.3,5.0,7.6,5.4,High,1.4360987137513601
28,Female,Canada,Cybersecurity Engineer,Principal,6,Enterprise (5000+),Consulting,Remote,47,0.7,27,6.1,4,17,0,0,0,4.2,3.5,7.3,7.2,8.1,5.5,Low,1.6298192274305645
24,Male,Australia,Data Analyst,Lead,0,Startup (1-50),Healthcare Tech,Remote,47,5.5,5,6.8,5,10,0,0,1,6.4,6.8,4.0,8.7,5.9,7.9,Moderate,0.8002256653810998
22,Female,USA,Software Engineer,Junior,0,Enterprise (5000+),Healthcare Tech,Remote,49,2.7,58,4.8,1,3,0,0,1,7.7,7.1,3.6,6.3,6.0,9.2,High,0.6232762031596875
33,Male,Germany,Software Engineer,Senior,9,Small (51-200),AI / ML Startup,Hybrid,54,1.8,27,5.8,5,6,0,0,0,6.9,5.3,4.1,3.2,7.3,1.6,High,1.0687994304758477
38,Non-binary,Germany,Product Manager,Mid,17,Enterprise (5000+),Fintech,On-site,50,3.1,36,6.2,3,11,0,0,0,1.8,4.8,6.6,9.7,5.1,1.7,High,1.2787184727416498
22,Male,USA,Software Engineer,Mid,0,Startup (1-50),Enterprise Software,Remote,41,3.4,2,5.7,6,11,0,0,1,5.1,5.1,3.2,4.7,3.9,10.0,Low,0.7654731168311416
32,Male,UK,Backend Developer,Lead,11,Large (1001-5000),AI / ML Startup,On-site,61,7.1,21,6.0,2,17,0,0,1,7.0,8.1,7.1,7.6,8.4,5.3,Severe,1.3681003472018174
35,Male,USA,Full Stack Developer,Lead,15,Startup (1-50),Fintech,On-site,50,6.8,5,6.4,1,11,0,0,1,4.4,5.4,6.2,7.6,6.2,6.2,High,1.16344599624338
34,Male,India,ML Engineer,Mid,11,Small (51-200),Enterprise Software,Remote,49,3.1,20,4.1,4,10,0,0,0,3.1,7.1,4.1,5.9,7.3,10.0,High,0.962782656685407
29,Male,USA,Software Engineer,Junior,6,Mid (201-1000),Fintech,On-site,53,3.0,14,4.4,3,26,0,0,1,6.6,8.3,1.0,7.6,7.9,3.5,High,0.5786739841295346
27,Male,USA,Cybersecurity Engineer,Mid,5,Small (51-200),Fintech,Hybrid,45,5.3,11,4.9,4,8,1,1,0,6.2,5.2,7.1,4.6,6.0,6.2,High,0.9127531786502064
36,Male,Netherlands,ML Engineer,Senior,14,Startup (1-50),E-commerce,Hybrid,43,1.4,8,4.8,5,24,1,1,0,4.9,7.5,5.9,6.3,5.6,3.3,Low,1.1709159352830665
33,Male,Australia,Data Analyst,Junior,9,Enterprise (5000+),E-commerce,Remote,45,3.5,37,7.9,2,12,0,0,0,6.5,6.2,6.2,2.7,7.4,8.2,Low,0.5356767426065204
22,Female,UK,DevOps Engineer,Mid,1,Mid (201-1000),Healthcare Tech,Hybrid,44,5.1,11,7.0,3,5,0,0,1,6.4,6.1,6.3,5.0,6.1,6.4,High,0.9731210497858431
29,Male,USA,ML Engineer,Manager,9,Startup (1-50),Gaming,Remote,51,7.2,7,6.5,3,14,0,0,0,7.4,7.7,5.1,4.5,7.7,8.6,Moderate,1.5844548981558915
31,Male,India,Full Stack Developer,Senior,10,Small (51-200),SaaS / Cloud,Remote,48,0.4,13,7.1,1,10,0,0,1,1.0,6.6,2.8,4.5,4.9,7.8,Moderate,0.962782656685407
23,Male,India,Product Manager,Mid,0,Mid (201-1000),SaaS / Cloud,Hybrid,42,4.5,29,6.6,5,6,0,0,1,4.5,5.5,6.0,4.1,7.2,8.6,High,0.962782656685407
29,Male,India,Software Engineer,Mid,5,Large (1001-5000),SaaS / Cloud,Remote,48,1.8,29,5.9,2,12,1,1,1,4.2,3.3,1.0,5.7,7.1,5.8,High,0.962782656685407
34,Female,France,Cybersecurity Engineer,Lead,12,Small (51-200),Fintech,Hybrid,49,4.1,20,4.1,1,16,0,0,1,4.5,7.2,4.6,5.0,10.0,2.5,Severe,1.1222485043617036
25,Male,Germany,Full Stack Developer,Senior,2,Large (1001-5000),Fintech,Hybrid,42,2.2,27,5.9,1,17,0,0,1,6.2,2.9,1.9,1.2,4.3,6.2,Severe,1.0933618337854034
33,Male,USA,Data Scientist,Senior,12,Mid (201-1000),Social Media / AdTech,Remote,46,6.3,15,6.7,1,15,0,0,1,7.0,8.7,5.1,1.0,8.4,7.0,Severe,1.2407518431147866
24,Male,India,Full Stack Developer,Mid,1,Mid (201-1000),Fintech,Hybrid,53,3.1,12,6.7,3,17,0,0,1,6.1,6.7,1.0,3.7,7.8,1.8,Severe,0.962782656685407
22,Male,UK,Data Scientist,Mid,1,Large (1001-5000),AI / ML Startup,Remote,44,3.8,25,5.8,4,15,0,0,1,4.8,5.1,7.1,2.6,6.0,3.5,Moderate,0.971598080371038
35,Male,India,DevOps Engineer,Junior,11,Mid (201-1000),Fintech,Hybrid,46,4.8,8,5.8,4,8,1,1,1,5.6,4.9,4.6,7.4,9.0,3.5,High,0.962782656685407
39,Male,USA,Data Analyst,Junior,18,Startup (1-50),Consulting,On-site,37,4.5,3,4.9,3,8,1,0,1,7.3,7.6,5.5,9.7,4.2,5.1,Moderate,0.4986909542406258
23,Prefer not to say,USA,QA Engineer,Lead,0,Large (1001-5000),SaaS / Cloud,On-site,61,3.7,23,5.4,5,9,1,0,1,9.4,4.8,8.6,4.6,7.2,4.8,Severe,0.963742141480283
38,Non-binary,India,Data Analyst,Mid,16,Large (1001-5000),Fintech,Remote,37,3.6,12,5.9,7,17,0,0,1,8.6,3.5,5.1,7.6,6.2,5.8,Low,0.962782656685407
31,Male,Netherlands,Product Manager,Senior,9,Small (51-200),Fintech,Remote,51,4.9,9,6.5,5,22,0,0,1,3.1,3.4,4.1,6.0,5.5,6.0,Low,1.194076026507398
22,Male,UK,Backend Developer,Mid,0,Small (51-200),Fintech,Hybrid,50,5.8,8,4.7,3,8,1,1,1,3.3,5.8,6.4,5.2,7.7,2.2,Severe,0.6411701236329514
22,Male,India,Software Engineer,Junior,0,Small (51-200),E-commerce,Remote,54,5.0,25,7.0,2,17,1,1,1,5.0,5.8,3.8,3.5,6.7,8.7,High,0.962782656685407
35,Female,USA,Frontend Developer,Mid,14,Small (51-200),Cybersecurity,On-site,48,3.3,27,5.3,4,7,0,0,1,4.0,5.0,5.0,7.2,3.3,2.6,Low,0.6924717603016016
22,Male,France,Product Manager,Senior,1,Large (1001-5000),SaaS / Cloud,Hybrid,53,4.4,10,5.8,3,10,1,1,1,1.9,6.0,6.0,9.3,1.6,4.1,Moderate,1.1889496723822375
27,Male,UK,DevOps Engineer,Senior,4,Enterprise (5000+),SaaS / Cloud,Remote,46,5.1,59,5.1,6,7,0,0,1,4.5,6.2,3.6,7.6,9.7,8.9,Moderate,1.1943351776000164
30,Male,India,QA Engineer,Junior,11,Small (51-200),Cybersecurity,On-site,45,1.2,15,6.2,1,5,0,0,0,3.9,5.3,3.7,4.7,5.3,5.9,Low,0.962782656685407
34,Male,Australia,Cybersecurity Engineer,Junior,14,Mid (201-1000),SaaS / Cloud,Remote,44,2.8,13,5.8,0,20,0,0,1,4.8,6.2,4.1,5.3,5.1,4.8,Moderate,0.6096600689455328
32,Female,India,Software Engineer,Junior,10,Startup (1-50),SaaS / Cloud,Remote,46,3.7,5,6.3,0,8,0,0,1,8.8,3.6,3.6,2.8,4.3,5.7,High,0.962782656685407
42,Non-binary,USA,Product Manager,Junior,19,Large (1001-5000),Consulting,On-site,46,3.1,8,5.1,0,12,1,0,0,7.5,7.1,4.3,4.0,6.9,6.1,Severe,0.6668197975325926
25,Male,India,Cybersecurity Engineer,Principal,5,Mid (201-1000),Cybersecurity,On-site,56,2.0,9,5.8,2,16,1,1,0,2.7,5.1,1.8,5.3,7.7,4.7,Severe,1.3004305343849791
32,Male,India,ML Engineer,Mid,11,Mid (201-1000),SaaS / Cloud,Hybrid,48,4.9,24,5.9,2,17,0,0,1,6.5,4.5,3.5,4.0,5.4,5.7,Severe,0.962782656685407
34,Non-binary,USA,Data Scientist,Lead,11,Enterprise (5000+),Gaming,On-site,44,6.7,37,4.5,1,15,0,0,1,4.2,5.4,6.6,5.4,8.8,5.9,Severe,1.5512613283245067
36,Male,USA,Software Engineer,Mid,16,Startup (1-50),AI / ML Startup,Hybrid,45,4.0,2,5.8,1,8,0,0,1,7.8,5.3,1.2,4.3,8.6,6.5,High,0.668237129718329
38,Male,Netherlands,ML Engineer,Lead,15,Startup (1-50),Cybersecurity,On-site,60,8.8,3,6.9,3,23,0,0,1,9.3,5.2,5.1,6.8,8.0,5.9,Moderate,1.1501547472170035
28,Female,Netherlands,Software Engineer,Junior,3,Startup (1-50),E-commerce,On-site,44,5.2,3,4.4,4,19,0,0,1,5.4,6.5,1.4,3.6,3.7,6.0,High,0.5223580227873893
36,Male,Canada,Cybersecurity Engineer,Lead,17,Small (51-200),SaaS / Cloud,Hybrid,60,6.0,7,6.4,0,16,1,0,0,6.5,3.8,4.1,1.4,4.9,8.6,Severe,1.3561293278488287
25,Male,India,Full Stack Developer,Senior,4,Mid (201-1000),E-commerce,On-site,46,5.3,7,5.8,2,2,0,0,1,7.7,4.2,3.8,4.8,9.4,8.1,Severe,0.962782656685407
30,Male,USA,Product Manager,Manager,7,Mid (201-1000),Gaming,Hybrid,43,5.6,27,6.5,2,14,0,0,0,6.4,4.9,6.6,6.0,6.7,3.5,High,1.5231421576766229
35,Male,USA,Backend Developer,Junior,13,Small (51-200),Enterprise Software,On-site,39,5.8,27,6.2,3,13,0,0,1,5.6,5.2,6.4,6.4,7.4,4.6,Moderate,0.5954282503991978
38,Female,USA,DevOps Engineer,Mid,19,Enterprise (5000+),SaaS / Cloud,Remote,44,1.2,26,8.0,3,11,0,0,1,6.2,6.5,6.8,4.9,7.1,7.0,Low,0.9381339235318215
35,Female,USA,ML Engineer,Manager,15,Enterprise (5000+),AI / ML Startup,On-site,56,8.4,40,7.6,0,6,1,0,1,4.3,6.2,9.0,7.6,8.3,4.4,Severe,2.025341446525152
32,Female,India,Software Engineer,Junior,10,Enterprise (5000+),SaaS / Cloud,On-site,50,1.1,37,5.4,2,11,0,0,0,5.0,6.6,2.1,5.3,6.6,4.7,High,0.962782656685407
30,Female,India,Data Analyst,Senior,8,Small (51-200),SaaS / Cloud,On-site,39,4.1,11,5.3,2,7,0,0,0,4.9,5.0,1.4,4.4,6.2,3.4,High,0.962782656685407
35,Female,India,Data Scientist,Mid,13,Startup (1-50),AI / ML Startup,On-site,45,2.4,8,5.8,1,12,1,0,0,5.2,7.2,4.6,7.2,8.6,6.7,High,0.962782656685407
46,Female,USA,Software Engineer,Junior,24,Large (1001-5000),E-commerce,Remote,46,1.8,7,6.6,6,10,0,0,1,8.5,1.0,1.0,7.2,7.6,6.1,Low,0.48285532920245855
37,Male,USA,Cybersecurity Engineer,Senior,13,Startup (1-50),E-commerce,Hybrid,49,2.5,3,6.6,4,9,0,0,1,7.3,7.8,6.4,7.1,4.6,6.9,Moderate,1.1563505863505879
34,Female,USA,Frontend Developer,Lead,12,Mid (201-1000),E-commerce,On-site,47,7.9,21,6.1,2,1,1,0,1,4.5,7.1,6.7,5.6,6.7,5.0,Severe,1.1617049523855925
22,Male,USA,Data Scientist,Junior,0,Large (1001-5000),Cybersecurity,Remote,46,3.3,28,3.2,4,15,0,0,0,6.5,1.3,5.3,5.8,10.0,10.0,Severe,0.6904157537358727
25,Female,Singapore,Product Manager,Senior,2,Small (51-200),Gaming,On-site,41,3.4,18,6.6,5,17,0,0,0,6.5,3.9,3.3,7.9,9.2,4.1,Low,1.284713998164842
29,Female,Australia,Cybersecurity Engineer,Mid,10,Enterprise (5000+),Fintech,Remote,48,7.4,32,5.2,4,7,1,0,0,4.8,2.0,6.3,5.0,6.2,6.8,Severe,1.012248767699485
37,Male,USA,DevOps Engineer,Principal,15,Mid (201-1000),E-commerce,Hybrid,58,2.6,6,5.1,2,8,0,0,1,5.0,6.7,5.6,8.4,7.9,4.3,Severe,1.4053548538706309
24,Male,USA,DevOps Engineer,Junior,3,Small (51-200),Social Media / AdTech,Hybrid,49,2.8,5,7.0,1,12,1,1,1,6.1,5.4,8.7,7.3,7.3,4.9,Moderate,0.6291817539335895
35,Male,Netherlands,Software Engineer,Senior,13,Large (1001-5000),SaaS / Cloud,Remote,50,1.2,16,7.5,2,22,0,0,0,7.8,6.8,4.1,3.8,4.0,7.7,Low,1.2361007907354962
32,Female,USA,Backend Developer,Lead,11,Large (1001-5000),SaaS / Cloud,On-site,48,6.9,20,5.2,5,15,1,0,0,4.4,3.9,7.1,5.5,6.7,4.5,Severe,1.301198436147216
33,Male,India,Data Analyst,Mid,10,Enterprise (5000+),Consulting,Remote,47,1.4,21,6.8,3,4,1,1,0,5.7,2.7,2.4,5.1,10.0,7.4,Low,0.962782656685407
29,Male,Canada,Software Engineer,Senior,7,Small (51-200),SaaS / Cloud,Hybrid,38,1.2,15,6.1,2,17,0,0,0,6.6,6.4,6.7,1.0,5.0,6.3,Moderate,1.1303488200128762
27,Female,USA,DevOps Engineer,Mid,6,Mid (201-1000),Consulting,On-site,43,3.3,18,5.6,3,8,1,0,1,6.6,5.9,6.7,2.8,2.7,4.8,Severe,0.9234444127919967
24,Female,India,Frontend Developer,Mid,0,Startup (1-50),AI / ML Startup,On-site,42,0.3,2,6.8,4,20,1,1,0,8.0,6.1,2.7,5.3,7.6,5.4,Low,0.962782656685407
35,Male,USA,Full Stack Developer,Senior,16,Large (1001-5000),SaaS / Cloud,Remote,53,5.6,6,5.4,1,21,0,0,0,7.7,1.2,5.5,7.1,2.8,4.6,Low,1.1752046040065274
30,Male,USA,DevOps Engineer,Manager,10,Large (1001-5000),Fintech,On-site,44,6.0,27,6.5,2,8,1,0,0,6.7,7.7,7.1,7.3,7.7,4.7,High,1.4708408502301236
23,Male,Canada,Full Stack Developer,Senior,1,Mid (201-1000),Fintech,Remote,35,0.8,6,6.3,3,11,1,0,1,3.4,5.8,3.6,4.0,6.7,5.9,Low,0.9859778532941431
33,Male,India,Data Scientist,Lead,11,Mid (201-1000),AI / ML Startup,Remote,49,6.6,27,6.0,1,9,0,0,1,5.3,6.8,4.4,3.7,6.3,8.2,Severe,1.0676296879984477
55,Non-binary,Netherlands,Full Stack Developer,Senior,25,Mid (201-1000),AI / ML Startup,Remote,48,3.5,10,8.2,6,20,0,0,1,5.5,1.3,8.1,1.9,5.9,6.6,Low,1.0043868411705876
30,Male,USA,Software Engineer,Lead,8,Mid (201-1000),SaaS / Cloud,Remote,54,7.7,26,4.3,4,9,0,0,0,8.9,3.1,7.7,5.2,5.6,4.9,Severe,1.126691598019435
43,Female,USA,Software Engineer,Junior,21,Enterprise (5000+),SaaS / Cloud,Hybrid,54,5.7,35,6.7,0,14,1,1,1,5.5,5.4,3.3,6.1,5.1,5.7,High,0.635760974943922
22,Male,USA,Software Engineer,Principal,0,Large (1001-5000),Fintech,Hybrid,45,4.0,15,5.9,0,18,0,0,1,4.3,3.4,7.4,4.5,6.7,6.2,High,1.9189452939897091
29,Female,USA,Software Engineer,Senior,7,Startup (1-50),E-commerce,On-site,43,1.8,3,4.5,2,0,1,1,1,4.0,2.6,7.0,5.8,7.0,8.0,Moderate,0.9351592757345967
38,Male,Brazil,Software Engineer,Mid,17,Small (51-200),SaaS / Cloud,On-site,40,3.5,19,8.1,1,12,0,0,1,8.3,6.4,2.3,4.6,6.4,5.8,Moderate,0.8398328228782779
31,Male,UK,Full Stack Developer,Mid,8,Mid (201-1000),E-commerce,Hybrid,45,4.3,7,6.7,5,17,0,0,1,6.7,2.5,5.5,4.6,3.8,6.7,Low,0.8900007635022575
27,Female,India,Data Scientist,Mid,4,Mid (201-1000),SaaS / Cloud,On-site,46,2.7,14,6.5,3,8,0,0,0,7.1,7.4,5.5,8.6,7.5,7.7,Low,0.962782656685407
31,Female,USA,Cloud Engineer,Senior,7,Small (51-200),Enterprise Software,Remote,47,0.2,20,3.9,4,20,0,0,1,3.7,7.7,5.4,8.1,5.5,5.6,Moderate,1.0830342671131064
38,Male,UK,Cybersecurity Engineer,Mid,18,Large (1001-5000),SaaS / Cloud,Remote,53,5.1,22,6.9,3,15,0,0,1,3.4,4.8,6.9,6.3,6.5,8.3,Severe,0.743423418268459
46,Female,Canada,Software Engineer,Junior,25,Startup (1-50),Healthcare Tech,Hybrid,38,4.3,6,6.4,2,22,1,0,1,7.7,7.7,2.4,2.9,5.0,8.2,Low,0.5540755437612164
38,Non-binary,UK,Data Analyst,Lead,17,Small (51-200),SaaS / Cloud,Remote,61,4.1,17,6.5,0,15,0,0,1,5.6,9.3,4.7,3.0,5.2,7.9,Severe,0.9813450846257907
27,Male,Netherlands,Full Stack Developer,Junior,5,Startup (1-50),Consulting,Hybrid,47,1.9,3,4.4,0,17,0,0,1,1.1,7.8,3.3,5.5,5.2,4.3,Moderate,0.5279596500574825
29,Male,USA,Product Manager,Senior,6,Mid (201-1000),AI / ML Startup,On-site,52,4.2,27,6.3,2,22,1,0,1,6.3,6.0,2.7,10.0,5.9,4.4,Low,1.3797466359221693
29,Male,UK,DevOps Engineer,Mid,8,Mid (201-1000),SaaS / Cloud,Hybrid,49,5.0,8,4.8,0,17,1,0,0,5.5,5.7,6.9,5.7,8.2,6.5,Severe,0.8982247983422051
25,Male,Canada,Data Scientist,Senior,2,Startup (1-50),Healthcare Tech,Hybrid,43,3.5,8,5.9,2,11,0,0,0,4.0,8.2,2.0,5.0,7.0,2.7,High,1.1121149683242977
30,Male,India,Software Engineer,Mid,6,Mid (201-1000),Fintech,Remote,43,4.5,5,5.2,0,2,1,0,0,5.8,4.8,3.8,7.4,6.7,3.8,Moderate,0.962782656685407
29,Male,Germany,DevOps Engineer,Lead,8,Mid (201-1000),SaaS / Cloud,Hybrid,48,5.4,25,3.9,6,15,1,1,1,7.7,8.4,7.5,6.0,5.2,6.5,Severe,1.4218794114164828
23,Male,USA,Software Engineer,Mid,0,Small (51-200),SaaS / Cloud,Hybrid,48,3.0,25,6.1,4,13,0,0,0,5.9,5.4,4.8,5.4,6.2,4.2,Moderate,0.7373801930755863
37,Male,Canada,ML Engineer,Lead,13,Mid (201-1000),SaaS / Cloud,Remote,53,5.6,25,5.7,3,19,0,0,1,5.8,3.5,7.0,6.2,6.4,2.8,Severe,1.4286683465229562
34,Female,USA,Software Engineer,Lead,11,Large (1001-5000),AI / ML Startup,On-site,51,8.9,28,5.3,3,19,1,0,1,4.9,3.9,6.5,4.3,7.2,3.5,Severe,1.3883206207494643
27,Female,USA,Software Engineer,Mid,6,Mid (201-1000),Healthcare Tech,Hybrid,48,3.7,21,6.7,5,16,0,0,1,4.1,5.7,4.2,3.6,7.5,4.4,High,0.7943534473565506
32,Male,USA,Software Engineer,Lead,7,Small (51-200),AI / ML Startup,Hybrid,46,6.3,29,5.2,5,4,1,0,0,9.1,3.6,4.0,7.1,5.5,4.4,Severe,1.405626071758025
24,Male,Canada,Full Stack Developer,Senior,0,Large (1001-5000),Fintech,Hybrid,40,4.4,12,5.4,2,22,0,0,0,7.8,6.1,6.2,5.4,7.0,4.8,Low,1.155621238422604
27,Male,USA,ML Engineer,Mid,4,Mid (201-1000),SaaS / Cloud,Remote,53,4.7,29,6.7,3,12,1,0,1,5.6,5.3,8.2,4.5,5.6,5.3,High,0.8907670318430715
36,Male,USA,Cloud Engineer,Manager,12,Enterprise (5000+),Cybersecurity,On-site,50,7.7,56,5.3,5,20,1,0,1,8.0,6.2,6.5,6.0,6.7,5.4,High,1.7086551926541358
34,Male,India,Cloud Engineer,Principal,9,Large (1001-5000),Gaming,On-site,44,1.6,18,4.9,0,14,0,0,1,4.7,3.9,2.2,4.9,4.1,7.9,Low,1.126046525692835
27,Male,India,ML Engineer,Manager,4,Mid (201-1000),Cybersecurity,On-site,44,5.9,26,5.6,5,8,0,0,0,5.8,4.1,4.4,2.8,6.9,5.3,Severe,1.2455278533874938
33,Male,USA,ML Engineer,Mid,12,Startup (1-50),Enterprise Software,Hybrid,38,2.2,3,5.8,6,11,0,0,1,2.8,5.2,7.0,6.6,7.9,8.0,Low,0.9952209143462089
30,Male,USA,Data Analyst,Manager,8,Large (1001-5000),AI / ML Startup,Hybrid,42,4.8,16,3.6,2,8,0,0,1,4.3,7.1,3.0,7.7,7.8,5.8,High,1.0605756762440592
24,Male,USA,DevOps Engineer,Mid,2,Large (1001-5000),Gaming,On-site,43,3.8,29,5.9,1,17,0,0,1,8.0,4.7,6.0,5.6,8.3,5.4,Moderate,1.0261135066167992
30,Male,USA,Backend Developer,Mid,6,Mid (201-1000),SaaS / Cloud,Hybrid,43,4.9,23,5.8,2,7,1,1,1,3.6,5.2,5.7,5.5,4.7,4.7,Moderate,0.8795596088188217
34,Female,USA,Data Analyst,Senior,12,Small (51-200),E-commerce,On-site,52,0.2,6,6.1,3,7,0,0,0,7.4,7.8,5.6,6.1,4.3,3.4,Low,0.8825255076519369
33,Male,USA,Data Scientist,Lead,10,Mid (201-1000),SaaS / Cloud,Hybrid,57,7.2,12,6.2,1,5,0,0,1,7.0,3.3,6.4,7.4,5.4,3.9,Severe,1.403080123202165
22,Non-binary,USA,Product Manager,Senior,3,Large (1001-5000),Cybersecurity,Hybrid,43,3.2,7,5.8,3,11,0,0,1,6.7,5.8,6.7,5.3,8.2,7.3,Moderate,1.3371654276013074
32,Male,USA,Frontend Developer,Senior,7,Enterprise (5000+),E-commerce,Hybrid,56,4.8,42,6.9,2,6,1,1,1,6.1,2.8,6.3,9.0,10.0,7.9,High,0.9622810644739992
31,Female,UK,Frontend Developer,Junior,8,Small (51-200),SaaS / Cloud,On-site,48,1.1,8,5.5,3,10,0,0,0,7.9,4.5,3.1,3.4,6.4,8.1,Low,0.5305348565885536
22,Female,USA,Data Scientist,Senior,0,Startup (1-50),Gaming,Remote,43,5.4,2,7.9,2,16,0,0,1,8.9,5.2,5.5,6.2,6.9,8.4,Low,1.008475594972078
25,Male,India,Full Stack Developer,Mid,3,Mid (201-1000),Fintech,Hybrid,47,3.2,6,6.1,4,8,0,0,0,4.8,4.7,5.2,3.7,5.1,6.7,Moderate,0.962782656685407
34,Male,USA,Data Scientist,Mid,11,Small (51-200),AI / ML Startup,On-site,44,5.7,5,6.8,2,0,0,0,1,7.3,6.4,3.5,7.5,9.4,7.9,Moderate,0.9596388773129347
